"Empresa Genera",Año,Mes,Planta,"Energia Punta","Energia Valle","Energia Noche","Potencia Gen Punta","Potencia Gen Valle","Potencia Gen Noche","Potencia Sist Punta","Potencia Sist Valle","Potencia Sist Noche","Fecha Max","Hora Max","Factor Carga","Consumo Diesel","Consumo Bun","Consumo Bun AZ","Consumo Otro","Consumo Lub","Gasto Diesel","Gasto Bun","Gasto Bun AZ","Gasto Otro","Gasto Lub"
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Febrero   ","RÍO SEGUNDO",84431.237,54415.539,66380.138,951.45,962.14,920.21,709.239,278.213,709.066,11-02-0202,"Mar 1",0.2443,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Febrero   ","BALSA INFERIOR",2270179.326,485208.785,75887.949,36141.28,30891.21,19609.68,35166.074,23436.146,11787.569,11-02-0202,"Mar 1",0.1124,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Febrero   ",BELÉN,1005358.461,1283183.405,1370400.582,8818.39,8845.21,7980.26,7657.569,7641.945,7725.539,11-02-0202,"Mar 1",0.5184,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Febrero   ","P.E VALLE CENTRAL",865499.71,1587006.89,2137776.607,14945.48,14993.23,15054.43,3825.892,223.295,14596.252,11-02-0202,"Mar 1",0.4465,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Febrero   ",VENTANAS,95182.991,257655.376,78190.586,6173.94,9053.56,6560.9,1482.086,1324.132,0,11-02-0202,"Mar 1",0.0569,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Febrero   ","Jorge Manuel Dengo",539581.396,501884.592,180622.993,4082.835,4072.215,3937.875,3945.53,1937.08,562.8,28-02-0202,"Mar 1",0.4320,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Febrero   ","LOS NEGROS",856863,1526941.5,216436.5,7812,7812,7812,6300,6300,2100,28-02-0202,"Mar 1",0.2140,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Febrero   ",TACARES,711469.233,732746.982,791862.498,6488.305,4423.969,4398.262,5800.98,3348.83,3193.75,28-02-0202,"Mar 1",0.4890,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Febrero   ","LOS NEGROS II",2396718.516,2568592.724,782197.027,19832.257,16567.339,17840.039,17620.15,11810.68,10218.24,28-02-0202,"Mar 1",0.3070,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Febrero   ","BIRRIS III",298287,528010,598850,4400,4400,4000,2500,2500,1400,11-02-0202,"Mar 1",0.4257,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Febrero   ",TUIS,259520,67400,56370,1920,1920,1920,1920,1152,0,11-02-0202,"Mar 1",0.2683,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Febrero   ","BARRO MORADO",88513,153940,183633,800,900,850,650,650,650,11-02-0202,"Mar 1",0.4242,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Febrero   ","TORO III (JASEC)",1135290.65,1902652.779,866063.252,22559.746,18653.545,22973.94,8744.391,8471.853,7404.342,11-02-0202,"Mar 1",0.2186,0,0,0,0,0,0,0,0,0,0
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2022,"Febrero   ","LOS SANTOS",1011772.778,1769017.617,2128999.548,11969.405,12110.621,12249.205,2718.866,1706.114,1483.793,08-02-0202,"Mar 1",0.5730,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Febrero   ","LA ESPERANZA",558743.951,403873.171,187659.021,5225.848,5208.745,5222.41,2957.423,1479.255,549.555,07-02-0202,"Mar 1",0.2950,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Febrero   ","AGUAS ZARCAS",1383615.859,1401901.129,870791.727,15239.861,14917.822,15264.601,10056.199,3628.156,1193.68,07-02-0202,"Mar 1",0.3610,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Febrero   ",PLATANAR,1801022.224,2013807.496,111565.211,5225.848,5208.745,5222.41,13834.686,12864.889,5748.135,07-02-0202,"Mar 1",0.3560,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Febrero   ",POCOSOL,208446.5,439697.472,3.44,4407.44,4394.376,4.268,3745.108,,,07-02-0202,"Mar 1",0.1900,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Febrero   ","BIRRIS I",2212211,1041449,75252,18600,17703.615,12064.929,18590.8,17665.396,2147.106,11-02-0202,"Mar 1",0.2705,0,0,0,0,0,0,0,0,0,0
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Febrero   ",CHOCOSUELAS,1736096.617,3132603.192,179925.78,23803.926,25471.789,15462.977,15464.517,14556.918,2072.618,07-02-0202,"Mar 1",0.2760,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2022,"Febrero   ",CUBUJUQUÍ,2586492.143,2006710.207,519498.49,21831.619,21834.99,21472.656,21054.697,7205.687,1933.956,07-02-0202,"Mar 1",0.3270,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Febrero   ",CANALETE,1952833.72,1446285.7,20050.15,16360.72,15735.91,5826.35,13278.76,11420.51,0,02-02-0202,"Mar 2",0.3260,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Febrero   ",BIJAGUA,2057374.22,2058808.68,257873.81,16942.7,16831.35,10523.91,11480.03,10599.38,0,02-02-0202,"Mar 2",0.3870,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Febrero   ",JUANILAMA,253481.54,481105.86,2.69,3947.08,3861.7,1.62,2199.74,2009.06,3729.92,02-02-0202,"Mar 2",0.2480,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Febrero   ","RIO NARANJO",632828.27,1153138.58,1451454.66,5753.29,5787.66,5905.87,3786.94,1702.71,0,02-02-0202,"Mar 2",0.5350,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Febrero   ","PE CACAO",1962454.9,3550622.65,3943506.38,20539.83,20686.46,20778.38,472.21,1407.71,2108.35,02-02-0202,"Mar 2",0.6650,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2022,"Enero     ",CUBUJUQUÍ,2433192.87,2900150.032,651080.393,21850.38,21857.113,21869.457,19539.304,11105.476,1128.488,21-12-0202,"Feb 1",0.3590,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2022,"Enero     ","LOS SANTOS",926235.457,1636057.503,1918729.577,11574.332,11689.773,11977.049,612.476,706.733,219.619,06-01-0202,"Feb 1",0.4724,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Enero     ",CANALETE,2254579.32,2343255.95,146565.42,15965.28,15979.76,15917.65,11585.79,13083.39,0,28-01-0202,"Feb 2",0.4090,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Enero     ",BIJAGUA,2380118.6,2770640.92,793347.31,16947.59,16968.04,16862.69,10591.06,8676.36,0,28-01-0202,"Feb 2",0.4760,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Enero     ",JUANILAMA,278946,521448.88,0,4074.96,3891.21,0,2898.33,2612.89,0,28-01-0202,"Feb 2",0.2440,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Enero     ","RIO NARANJO",699551.83,1248061.25,1552771.05,5785.14,5821.69,6074,3170.17,1406.79,3528.68,28-01-0202,"Feb 2",0.5230,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Enero     ","PE CACAO",1858671.42,3326607.93,3645757.44,20524.15,20694.5,20673.4,3233.24,533.23,6542.07,28-01-0202,"Feb 2",0.5610,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Enero     ",CHOCOSUELAS,1973422.923,3966791.182,401494.513,24673.693,25341.242,18636.79,14977.678,13457.041,3671.136,21-12-0202,"Feb 1",0.3250,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Enero     ","LA ESPERANZA",542346.448,719138.096,362591.618,5217.724,5216.629,5213.365,5060.854,1169.326,1876.153,21-12-0202,"Feb 1",0.3890,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Enero     ","AGUAS ZARCAS",1337129.623,1762754.131,1042968.704,14839.904,14070.061,13380.708,10326.363,4365.227,3851.191,21-12-0202,"Feb 1",0.3830,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Enero     ",PLATANAR,2103262.12,3322338.16,155871.541,5217.724,5216.629,5213.365,13535.062,13429.68,867.631,21-12-0202,"Feb 1",0.4730,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Enero     ",POCOSOL,207286.17,409986.762,,3736.45,3698.106,,,2288.001,,21-12-0202,"Feb 1",0.1650,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Enero     ","BIRRIS I",2780336,1762343,102206,18600,18600,13039.87,18525.753,17122.292,3521.832,21-01-0202,"Feb 1",0.3774,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Enero     ","BIRRIS III",28293,44899,48885,1000,1000,1000,0,0,0,21-01-0202,"Feb 1",0.0365,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Enero     ",TUIS,295724,96256,75494,1920,1920,1920,1920,384,0,21-01-0202,"Feb 1",0.3273,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Enero     ","BARRO MORADO",137756.5,246700.5,279675,1000,1000,1000,850,850,870,21-01-0202,"Feb 1",0.6612,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Enero     ","TORO III (JASEC)",1353880.098,2300535.934,1350151.017,14754.416,14890.341,12407.52,7509.662,7541.82,8112.503,21-01-0202,"Feb 1",0.2803,0,0,0,0,0,0,0,0,0,0
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Enero     ","Jorge Manuel Dengo",595395.989,673285.759,476048.964,4067.219,4065.308,3265.677,3825.84,1995.97,1453.13,28-01-0202,"Feb 2",0.5580,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Enero     ","LOS NEGROS",1260031.5,2202228,766069.5,8946,8904,8778,0,8694,2940,28-01-0202,"Feb 2",0.3150,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Enero     ",TACARES,845862.993,976600.394,1067079.301,6218.671,4928.998,4544.765,5871.61,3184.23,2724.85,28-01-0202,"Feb 2",0.5710,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Enero     ","LOS NEGROS II",3181988.549,3998118.703,1975798.744,27878.841,27459.115,27813.986,15913.05,17160.44,14998.74,28-01-0202,"Feb 2",0.4420,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",ANGOSTURA,11203031.568,18299533.623,10409060.458,158002.738,147994.027,162262.387,115968.524,102864.389,117192.507,26-01-0202,"Feb 1",0.2980,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",ARENAL,23025030.45,40381632.546,43910920.865,164237.473,164734.977,162986.551,162474.59,161393.707,161295.465,26-01-0202,"Feb 1",0.8689,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","BOCA DE POZO",696492.509,1250944.233,1371681.376,4746.739,4747.267,4742.525,4503.005,4492.847,4495.497,31-01-0202,"Feb 1",0.8922,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",CACHÍ,8487062.482,13553584.548,10450651.831,112797.621,147663.691,118038.062,74230.746,89813.447,97754.891,26-01-0202,"Feb 1",0.2747,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",CARIBLANCO,4677398.624,7317501.009,2854337.506,41698.215,41712.544,41695.845,26690.826,35788.885,32851.145,01-01-0202,"Feb 1",0.2434,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","MIGUEL DENGO",24894749.583,43623889.55,47444549.495,176966.301,176243.863,176645.328,175829.859,174252.41,174674.211,07-01-0202,"Feb 1",0.8957,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ",ELECTRIONA,378028.213,288709.49,243457.904,2831.82,2825.82,2799.08,2770.027,576.364,1721.976,28-01-0202,"Feb 1",0.2100,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ","RÍO SEGUNDO",116510.539,102540.216,106694.081,967.32,961.87,901.91,891.568,373.213,544.372,28-01-0202,"Feb 1",0.3503,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ","P.E VALLE CENTRAL",701654.323,1277851.489,1664326.743,13109.77,14772.27,15001.55,0.462,4.399,5770.597,28-01-0202,"Feb 1",0.3201,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ",VENTANAS,153729.664,507091.28,219835.459,9899.65,9979.25,9910.82,8091.029,8011.245,1432.476,28-01-0202,"Feb 1",0.1050,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",SANDILLAL,4168411.184,7250916.856,8188747.047,31801.326,31870.518,31893.771,30217.4,29647.797,29916.482,25-01-0202,"Feb 1",0.8508,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",TEJONA,1188534.418,2079366.559,2403997.177,11231.034,11147.983,10584.337,7111.252,3204.592,6227.061,30-01-0202,"Feb 1",0.4620,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","TORO I",967319.81,1724415.149,1855331.557,12811.27,13105.138,13091.713,6880.819,6809.414,6885.023,04-01-0202,"Feb 1",0.2406,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","TORO II",3706303.138,6180018.733,3811416.184,40002.176,39918.242,32942.993,29868.447,24783.449,28780.298,04-01-0202,"Feb 1",0.2790,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","TORO III",2705905.928,4516040.78,2790818.623,29333.862,29059.393,24327.037,22513.392,18119.489,21600.712,04-01-0202,"Feb 1",0.2832,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","VENTANAS GARITA",4684598.727,7498242.402,5658196.459,84980.559,78046.793,78170.586,34444.458,49311.607,40936.726,19-01-0202,"Feb 1",0.2398,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","LAS PAILAS",2052611.652,3628585.516,4148388.558,30615.971,27064.68,28786.188,-22.476,-28.714,-22.791,31-01-0202,"Feb 1",0.3775,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","PAILAS II",8061631.986,14512658.377,16141150.89,52411.316,52448.57,52412.895,52137.336,51943.902,52125.621,04-01-0202,"Feb 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","PEÑAS BLANCAS",2149241.362,3637963.693,2093529.926,35767.551,35786.59,35721.348,28395.184,24140.387,32895.699,04-01-0202,"Feb 1",0.2926,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",PIRRÍS,6656010.54,11279734.373,7878930.561,112306.293,129996.613,138523.508,37554.796,69594.914,110345.188,25-01-0202,"Feb 1",0.2478,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",REVENTAZON,10887770.353,19129222.712,21676665.522,202296.207,208013.247,230868.935,201906.617,179050.823,228952.924,06-01-0202,"Feb 1",0.2269,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","RÍO MACHO",6619474.369,11389141.694,8530855.687,96368.092,75807.801,102680.41,62869.978,45852.084,58274.952,22-01-0202,"Feb 1",0.2548,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","MIRAVALLES III",4432611.163,7975475.957,8914170.91,29365.389,29347.219,29388.162,29099.047,28756.42,29009.43,14-01-0202,"Feb 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","SOLAR MIRAVALLES",0,,,,,,,,,27-10-2025,,0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","MIRAVALLES V",0,0,0,-30.024,-27.667,-31.29,-38.806,-36.211,-38.833,11-01-0202,"Feb 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","MOÍN GAS II",0,0.697,0,-45.562,-42.9,-48.886,-56.276,-50.574,-60.556,20-01-0202,"Feb 1",0.0000,1850,0,0,0,0,105479495.94,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","MOÍN GAS III",10.085,0,0,-89.073,-85.576,-84.306,-109.241,-121.06,-108.229,06-01-0202,"Feb 1",0.0000,617,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",OROTINA,0,254.272,0,0,541.753,0,0,0,0,27-01-0202,"Feb 1",0.0000,159.5,0,0,0,0,1707087.26,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",ECHANDI,2832919,,,,,,,,,27-10-2025,,0.8855,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",GARABITO,842240.767,1239158.241,505436.379,121686.816,122396.884,121783.013,-633.742,-558.447,-615.952,31-01-0202,"Feb 1",0.0179,12248,0,596747,0,0,19149330.04,0,273218855.44,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","LA GARITA ",3736843.264,6561196.787,5276865.899,38792.922,38686.738,38865.328,32592.746,29125.055,21641.625,12-01-0202,"Feb 1",0.5234,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ",GUÁPILES,0,4.875,0,0,0,0,0,-60.071,-6.419,02-01-0202,"Feb 1",0.0000,570,0,0,0,4628,5438488.53,0,0,0,5775384
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","MIRAVALLES I",3596688.517,6394887.35,7214778.039,44948.93,45943.895,45333.734,0,-2126.629,0,25-01-0202,"Feb 1",0.5457,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Enero     ","MIRAVALLES II",6520460.157,11731648.423,13124866.31,47457.457,47011.195,47124.07,41827.086,46568.188,41750.777,12-01-0202,"Feb 1",0.9965,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ","BALSA INFERIOR",2953348.837,986983.361,172962.591,36430.67,32486.76,21761.34,35101.944,22366.223,21761.342,28-01-0202,"Feb 1",0.1474,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ",BELÉN,1233900.349,1707315.523,1904151.924,9022.35,8972.89,8988.53,7696.893,7669.378,7051.182,28-01-0202,"Feb 1",0.6201,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ",BRASIL,2627587.104,1777460.085,511943.624,23840.85,22787.4,17921.27,22956.424,22508.807,15220.909,28-01-0202,"Feb 1",0.2754,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ",COTE,336502.885,481852.352,2024.638,6305.52,6304.24,5242.33,6288.449,6292.148,0,28-01-0202,"Feb 1",0.1625,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ","DANIEL GUTIÉRREZ",1256697.753,696681.925,833630.368,13947.22,12854.41,11566.36,10914.119,7708.112,7015.081,28-01-0202,"Feb 1",0.1862,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Enero     ","EL ENCANTO",515985.855,931295.106,1015808.796,7363.39,7135.12,5506.58,2357.015,2358.748,2669.223,28-01-0202,"Feb 1",0.3644,,,,,,,,,,
