"Empresa Genera",Año,Mes,Planta,"Energia Punta","Energia Valle","Energia Noche","Potencia Gen Punta","Potencia Gen Valle","Potencia Gen Noche","Potencia Sist Punta","Potencia Sist Valle","Potencia Sist Noche","Fecha Max","Hora Max","Factor Carga","Consumo Diesel","Consumo Bun","Consumo Bun AZ","Consumo Otro","Consumo Lub","Gasto Diesel","Gasto Bun","Gasto Bun AZ","Gasto Otro","Gasto Lub"
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","VENTANAS GARITA",6370124.113,9742035.359,10142637.836,93958.785,93346.395,80194.32,68539.07,70196.289,68263.764,24-12-0202,"Jan 1",0.3529,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","SAN ANTONIO GAS",0,0,0,0,0,0,0,0,0,28-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",SANDILLAL,2632166.823,4715396.935,5308634.498,29871.922,30189.357,29963.789,7334.483,23669.154,23712.625,28-12-0202,"Jan 1",0.5491,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",TEJONA,1063768.44,1872998.837,2090584.424,9345.519,9082.704,9549.655,3522.558,4338.728,8256.832,15-12-0202,"Jan 1",0.5119,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","TORO I",1271729.052,2305132.308,2397489.271,20319.434,20331.807,20035.221,10018.39,8131.03,8119.569,03-12-0202,"Jan 1",0.3161,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","TORO II",4314553.161,7602941.167,5255109.05,64667.203,65397.217,51966.73,19852.189,22927.838,41569.764,03-12-0202,"Jan 1",0.3497,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","TORO III",3165161.677,5584927.758,3904770.028,45527.955,45529.844,38951.441,15348.127,16880.613,30631.406,03-12-0202,"Jan 1",0.3579,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","LAS PAILAS",4576337.225,8285816.245,9212990.087,30002.26,30043,30023.287,29671.248,29838.871,29774.16,25-12-0202,"Jan 1",0.8477,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","PAILAS II",2480259.141,4494203.907,5287807.639,46091.973,46147.41,46246.066,45772.773,-239.774,-165.174,01-12-0202,"Jan 1",0.3171,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","PEÑAS BLANCAS",2578385.363,4113476.311,2741150.758,35475.344,35491.125,35518.352,26796.236,11756.94,11753.783,01-12-0202,"Jan 1",0.3502,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",PIRRÍS,11468278.456,21178138.382,19304444.67,138734.328,138750.68,138626.711,138641.938,138426.656,136384.703,05-12-0202,"Jan 1",0.4988,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",REVENTAZON,17256955.405,29816562.679,29120605.182,268648.675,303003.591,230356.227,230257.345,230370.778,177756.227,23-12-0202,"Jan 1",0.3345,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","RÍO MACHO",9615237.139,17050238.37,14251027.429,124178.148,124021.912,137251.898,55925.923,51418.251,70076.956,01-12-0202,"Jan 1",0.3928,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","MIRAVALLES III",3466891.61,6224877.974,6961970.433,26771.426,27030.002,27179.719,19890.914,19810.57,19801.984,31-12-0202,"Jan 1",0.8284,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","SOLAR MIRAVALLES",69274.5,,,,,,,,,27-10-2025,,0.0931,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","MIRAVALLES V",0,0,0,-25.26,-25.164,-27.649,-29.751,-28.05,-30.518,23-12-0202,"Jan 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","MOÍN GAS II",0,319493.475,0,-41.498,29793.535,-44.384,-51.267,-51.11,-51.031,09-12-0202,"Jan 1",0.0044,123990,0,0,0,0,75526618.41,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","MOÍN GAS III",0,0,0,-62.445,-59.542,-62.169,-85.707,-94.856,-84.8,04-12-0202,"Jan 1",0.0000,0,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",OROTINA,0,0,0,0.288,0,0,0,0,0,15-12-0202,"Jan 1",0.0000,0,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",ECHANDI,2530199,,,,,,,,,27-10-2025,,0.7909,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",GARABITO,134585.159,342283.581,4428.267,48937.589,49540.812,15781.179,-503.095,-396.948,-447.273,14-12-0202,"Jan 1",0.0033,124309,0,152573,0,0,89621532.28,0,55669175.12,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","LA GARITA ",3784417.58,6824881.385,5960728.566,37470.754,37683.375,37540.578,19545.887,23264.465,27151.381,25-12-0202,"Jan 1",0.5568,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",GUÁPILES,0,16306.991,0,0,6465.861,0,-39.415,0,-64.212,20-12-0202,"Jan 1",0.0016,4585,0,0,0,0,2861028.95,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","MIRAVALLES I",7266359.405,13108496.915,14700929.739,50208.98,50201.375,50291.969,47109.035,49889.438,41422.172,12-12-0202,"Jan 1",1.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","MIRAVALLES II",1581981.984,2712294.693,2935086.105,43141.949,46336.246,43248.141,0,12421.767,37194.797,28-12-0202,"Jan 1",0.2296,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",ANGOSTURA,15596168.252,24010212.866,15438592.282,176344.477,175965.086,172365.613,166405.438,163900.371,81774.933,22-12-0202,"Jan 1",0.4110,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",ARENAL,15142250.01,26659639.958,28570513.876,159973.797,159815.164,159755.223,48767.07,103275.66,103503.926,17-12-0202,"Jan 1",0.5698,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","BOCA DE POZO",650200.216,1163851.012,1330164.442,4313.733,4317.318,4321.36,4296.892,4303.046,4296.964,01-12-0202,"Jan 1",0.8452,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",CACHÍ,11506547.238,19051942.186,19115902.67,153459.852,154013.559,147238.816,143760.164,95442.721,106818.434,05-12-0202,"Jan 1",0.4199,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ",CARIBLANCO,4770615.739,8959319.951,4563199.815,69617.336,67669.785,53805.125,35422.206,31158.53,41637.009,03-12-0202,"Jan 1",0.2998,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Diciembre ","MIGUEL DENGO",17011460.174,29960983.132,32155679.95,177219.848,177263.254,176070.988,57401.719,117124.824,116124.68,31-12-0202,"Jan 1",0.6112,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ","DANIEL GUTIÉRREZ",2083623.022,1964323.322,2264306.631,18301.219,18990.627,18923.391,13250.846,13402.13,9009.658,12-12-0202,"Jan 1",0.4217,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ","EL ENCANTO",854528.067,1513800.095,1644904.385,8385.021,8390.751,8388.217,5640.349,5640.833,5517.817,12-12-0202,"Jan 1",0.5938,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ",ELECTRIONA,652884.974,441860.645,479833.986,5232.881,4710.573,4695.449,4568.466,879.212,1850.949,12-12-0202,"Jan 1",0.3633,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ","RÍO SEGUNDO",143075.919,170083.908,187404.169,999.242,977.878,963.645,928.159,924.477,934.548,12-12-0202,"Jan 1",0.5382,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ","P.E VALLE CENTRAL",819910.695,1382038.51,1733437.812,13752.576,15058.961,14577.182,0,7.871,446.909,12-12-0202,"Jan 1",0.3457,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ",VENTANAS,376786.939,551912.97,597190.925,10138.276,10176.435,10084.598,2314.43,701.006,1532.542,12-12-0202,"Jan 1",0.1820,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ","BALSA INFERIOR",4023987.535,1812506.3,1398161.942,36367.364,35088.833,31981.163,29197.411,16117.619,14234.422,12-12-0202,"Jan 1",0.2593,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ",BELÉN,370895.41,668137.952,741622.08,2445.011,3283.008,2430.815,2423.149,2403.523,2421.272,12-12-0202,"Jan 1",0.2279,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ",BRASIL,2994691.757,2194881.253,1554927.056,24445.393,24501.395,20642.17,5892.208,24257.404,17210.58,12-12-0202,"Jan 1",0.3777,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Diciembre ",COTE,477750.264,593820.53,657.712,6878.237,6877.264,2630.847,6751.979,6754.279,0,12-12-0202,"Jan 1",0.2124,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Diciembre ","Jorge Manuel Dengo",690567.767,845470.569,696250.826,4587.279,4578.75,3786.434,4476.613,3617.239,2513.625,09-12-0202,"Jan 1",0.7140,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Diciembre ","LOS NEGROS",1322475,2354667,2551395,8736,8778,8736,8694,8694,8694,09-12-0202,"Jan 1",0.4650,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Diciembre ",TACARES,828511.858,935458.849,1110300.732,6122.082,4648.094,5065.801,5544,3075.78,2893.448,09-12-0202,"Jan 1",0.5680,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Diciembre ","LOS NEGROS II",3825701.545,5626547.276,6320711.515,28276.678,28313.373,28345.135,28091.857,28095.957,20519.129,09-12-0202,"Jan 1",0.7620,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Diciembre ",CHOCOSUELAS,2586190.159,4675592.494,701906.366,25285.26,25543.293,17804.783,19534.053,20000.846,6741.486,16-12-0202,"Jan 1",0.4080,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Diciembre ","LA ESPERANZA",603447.576,776862.136,467820.656,14669.855,14868.201,14612.556,2932.288,2599.131,2118.552,16-12-0202,"Jan 1",0.4430,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Diciembre ","AGUAS ZARCAS",1283754.742,2291755.136,1318869.193,15301.688,15327.86,14854.166,7397.626,7384.993,4464.773,16-12-0202,"Jan 1",0.4520,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Diciembre ",PLATANAR,2090961.411,3667570.292,843304.387,5219.764,5216.326,5221.437,14509.997,14548.22,5742.637,16-12-0202,"Jan 1",0.5600,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Diciembre ",POCOSOL,220756.143,395252.432,63.345,3975.088,3974.776,42.207,3589.93,2593.582,0,16-12-0202,"Jan 1",0.1650,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2022,"Diciembre ","LOS SANTOS",1039298.334,1847226.039,2156958.243,12201.481,12053.786,11525.87,1031.564,485.879,1420.906,14-12-0202,"Jan 1",0.5317,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Diciembre ",CANALETE,2397162.98,3512668.5,1050820.73,15697.57,15730.85,15682.16,15581.48,15501.75,1499.01,30-12-0202,"Jan 1",0.6000,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Diciembre ",BIJAGUA,2542529.44,3469224.54,2188377.88,16905.1,16908.99,16870.12,16781.25,10228.74,6584.33,30-12-0202,"Jan 1",0.6560,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Diciembre ",JUANILAMA,267840.07,493238.34,59.81,3999.19,3921.61,32.27,0,1619.14,0,30-12-0202,"Jan 1",0.2330,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Diciembre ","RIO NARANJO",881473.47,1521996.67,1920087.4,7622.9,7824.44,8020.68,2854.83,3215.07,4450.56,30-12-0202,"Jan 1",0.6460,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Diciembre ","PE CACAO",1603375.4,2578189.05,2502437.98,18133.62,17290.01,18068.86,2719.02,4937.15,3840.64,30-12-0202,"Jan 1",0.4250,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Diciembre ",HUACAS,349280.91,727151.77,135.23,5081.05,5081.06,75.23,0,1207.97,0,30-12-0202,"Jan 1",0.2890,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2022,"Diciembre ",CUBUJUQUÍ,2398369.372,3258516.893,847608.674,21452.505,21466.904,21472.58,11023.831,8849.728,1238.279,16-12-0202,"Jan 1",0.3900,,,,,,,,,,
"Consorcio Cooperativo Cubujuqui R L ",2022,"Noviembre ",CUBUJUQUÍ,2270315.318,3457058.645,1332356.867,21824.335,21827.4,21473.304,21047.804,13720.467,3928.941,02-11-0202,"Dec 1",0.4370,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL LOS SANTOS R.L.",2022,"Noviembre ","LOS SANTOS",348334.49,589011.595,737609.7,0,0,0,13.904,108.854,108.854,03-11-0202,"Dec 1",0.1825,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Noviembre ",CANALETE,2199963.57,2945683.3,944839.08,15763.02,15721.98,15674.54,15588.25,9585.89,0,02-11-0202,"Dec 2",0.5420,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Noviembre ",BIJAGUA,2376063.07,3020070.81,1784687.42,16898.36,16882.03,16869.72,16849.03,8660.28,0,02-11-0202,"Dec 2",0.5940,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Noviembre ",JUANILAMA,185714.63,328891.93,406.59,4272.91,4029.03,93.99,0,2794,0,02-11-0202,"Dec 2",0.1630,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Noviembre ","RIO NARANJO",250591.42,461125.28,554567.66,7425.76,7384.67,7656.09,406.64,416.12,308.76,02-11-0202,"Dec 2",0.1950,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Noviembre ","PE CACAO",423967.35,657169.05,483083.52,16579.36,15772.44,15977.05,0,156.6,0,02-11-0202,"Dec 2",0.1030,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE GUANACASTE R.L.",2022,"Noviembre ",HUACAS,228466.82,470128.64,668.37,5080.83,5066.18,282.82,0,1014.37,0,02-11-0202,"Dec 2",0.1940,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Noviembre ",POCOSOL,159548.344,290297.299,445.049,3941.541,3791.499,173.846,1,867.872,0,02-11-0202,"Dec 1",0.1250,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Noviembre ",CHOCOSUELAS,2580721.836,5215445.851,1657462.004,25713.145,25663.376,24514.44,21206.424,19339.842,10797.803,02-11-0202,"Dec 1",0.5010,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Noviembre ","LA ESPERANZA",710022.17,1130725.842,984292.924,15128.529,14879.572,14654.163,4908.274,2666.711,2305.527,02-11-0202,"Dec 1",0.7000,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Noviembre ","AGUAS ZARCAS",1533653.802,2525733.985,2206315.838,15379.854,15400.988,15314.77,10389.872,7615.877,5578.241,02-11-0202,"Dec 1",0.5980,,,,,,,,,,
"COOPERATIVA DE ELECTRIFICACION RURAL DE SAN CARLOS R.L.",2022,"Noviembre ",PLATANAR,2052914.159,3617277.213,2063314.087,5223.073,5220.102,5223.062,14486.198,14467.045,14484.741,02-11-0202,"Dec 1",0.6780,,,,,,,,,,
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Noviembre ","BIRRIS I",2758808.232,2051336.215,391982.69,18885.374,17239.456,17287.179,18590.447,13849.65,7754.634,15-11-0202,"Dec 2",0.5466,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Noviembre ","BIRRIS III",0,0,0,0,0,0,0,0,0,15-11-0202,"Dec 2",0.0000,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Noviembre ",TUIS,246217.667,180518.167,184088.833,1920,1920,1920,1920,0,128,15-11-0202,"Dec 2",0.4276,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Noviembre ","BARRO MORADO",116457,206463.75,230520.167,1200,1200,1140,950,900,0,15-11-0202,"Dec 2",0.5951,0,0,0,0,0,0,0,0,0,0
"JUNTA ADMINISTRATIVA DEL SERVICIO ELECTRICO MUNICIPAL DE CARTAGO",2022,"Noviembre ","TORO III (JASEC)",2071427.947,3339250.809,2868974.188,23283.567,23316.18,23203.782,14722.475,14818.72,9176.571,15-11-0202,"Dec 2",0.4637,0,0,0,0,0,0,0,0,0,0
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Noviembre ",TACARES,753434.062,824429.234,980604.244,5843.73,4072.657,3908.022,5454.65,3299.69,3568.83,11-11-0202,"Jan 1",0.5220,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Noviembre ","LOS NEGROS II",3892369.084,5936873.258,6337887.554,28306.863,28398.115,28258.906,27927.7,27826.49,17843.26,11-11-0202,"Jan 1",0.8070,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Noviembre ","Jorge Manuel Dengo",637004.671,891646.489,735775.414,4630.063,4600.068,4154.092,4584.79,1219.59,3154.43,11-11-0202,"Jan 1",0.7480,,,,,,,,,,
"EMPRESA DE SERVICIOS PUBLICOS DE HEREDIA S.A.",2022,"Noviembre ","LOS NEGROS",1295542.5,2233308,2273502,8904,8862,8778,8736,8736,8400,11-11-0202,"Jan 1",0.4470,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ",BRASIL,3425360.429,4678413.3,4687966.241,24789.67,24873.86,24918.1,22705.834,22432.07,24225.074,21-11-0202,"Dec 1",0.7403,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ",COTE,575801.744,867222.791,43875.989,6879.48,6884.93,6876.64,6836.489,6839.212,0,21-11-0202,"Dec 1",0.3043,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ","DANIEL GUTIÉRREZ",2697431.798,3598848.079,4300175.517,20677.649,19086.977,18954.688,18591.55,18825.67,13643.45,21-11-0202,"Dec 1",0.7314,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ","EL ENCANTO",1176064.759,2043023.963,2431644.026,8435.62,8432.38,8436.67,8395.265,8395.714,2940.506,21-11-0202,"Dec 1",0.8640,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ",ELECTRIONA,768401.877,844977.717,1006387.493,6014.4,5946.48,5977.07,4678.38,3907.99,4802.365,21-11-0202,"Dec 1",0.6246,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ","RÍO SEGUNDO",137017.644,218669.632,235570.765,977.8,976.17,975.04,944.495,943.241,967.086,21-11-0202,"Dec 1",0.6570,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ","P.E VALLE CENTRAL",214574.11,436989.744,572187.603,10082.61,13972.08,10113.98,7.47,119.125,17.086,21-11-0202,"Dec 1",0.1111,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ",VENTANAS,977237.903,1468359.11,1381016.117,10343.98,10137.48,10115.08,8235.812,7665.72,10026.612,21-11-0202,"Dec 1",0.4717,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ","BALSA INFERIOR",4251304.288,3644149.731,3902866.456,36838.487,36417.834,36550.87,34559.584,29250.677,27209.773,21-11-0202,"Dec 1",0.4370,,,,,,,,,,
"COMPAÑIA NACIONAL DE FUERZA Y LUZ S.A.",2022,"Noviembre ",BELÉN,1323235.509,2315750.604,2503496.242,10049.18,9597.29,9418.92,9338.828,9380.065,8812.674,21-11-0202,"Dec 1",0.8123,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",SANDILLAL,2394719.667,4333694.901,4329844.131,30478.174,30805.818,30848.213,13758.167,13743.041,14733.389,07-11-0202,"Dec 1",0.4958,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",TEJONA,390176.169,666330.101,763139.52,9502.972,9423.791,9470.312,-73.774,-74.831,25.58,17-11-0202,"Dec 1",0.1915,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","TORO I",1852450.885,2990389.714,3421837.5,26195.295,26263.859,26105.631,10251.953,7951.013,7044.931,14-11-0202,"Dec 1",0.4519,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","TORO II",5521776.925,8803036.819,7743611.675,65205.008,65084.846,65246.082,41673.229,39763.135,20101.138,04-11-0202,"Dec 1",0.4644,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","TORO III",4086250.172,6528103.552,5805010.738,46126.643,46188.215,46014.434,30261.246,29126.476,15771.711,30-11-0202,"Dec 1",0.4799,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","VENTANAS GARITA",7822443.701,13014653.921,13333481.868,98975.695,98839.855,95256.301,49434.695,49471.066,36221.489,13-11-0202,"Dec 1",0.4746,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","LAS PAILAS",4324025.419,7794959.595,8699492.096,29848.342,29876.529,29870.721,28742.516,28668.635,29677.949,20-11-0202,"Dec 1",0.8261,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","PAILAS II",7121169.132,12830957.251,14305426.061,49189.184,49499.648,49520.164,47918.234,47715.477,46211.793,01-11-0202,"Dec 1",0.9154,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","PEÑAS BLANCAS",3678905.3,6143454.69,5630113.135,35930.301,35948.281,35847.367,34164.281,34065.316,35165.898,13-11-0202,"Dec 1",0.5929,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",PIRRÍS,18680327.476,32856292.549,29975732.499,139371.406,140293.5,138778.32,138410.664,138343.07,138437.227,18-11-0202,"Dec 1",0.8087,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",REVENTAZON,10896019.431,18335393.87,18196098.749,212329.734,208718.262,195121.747,137114.286,147687.967,131768.776,11-11-0202,"Dec 1",0.2151,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","RÍO MACHO",9995257.285,17326968.689,17726223.683,139426.477,139538.77,136512.748,52215.954,46596.29,83397.224,28-11-0202,"Dec 1",0.4469,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","MIRAVALLES III",3720541.649,6707725.335,7479381.341,27974.682,28009.045,28077.447,27583.002,27565.238,23243.791,10-11-0202,"Dec 1",0.9205,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","SOLAR MIRAVALLES",42302,,,,,,,,,27-10-2025,,0.0588,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","MIRAVALLES V",0,0,0,-24.807,-24.295,-26.075,-33.814,-33.245,-30.874,20-11-0202,"Dec 1",0.0000,,,,,,,,,,
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","MOÍN GAS II",1.848,1.465,0,-42.108,-41.688,-42.679,-49.685,-49.894,-51.11,02-11-0202,"Dec 1",0.0000,1850,0,0,0,0,1502735.44,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ","MOÍN GAS III",36.179,0,0,-60.959,-59.777,-61.891,-91.499,-93.38,-86.274,27-11-0202,"Dec 1",0.0000,617,0,0,0,0,0,0,0,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",OROTINA,46274.513,49319.958,16155.084,9958.575,9954.777,9894.698,0,0,0,01-11-0202,"Dec 1",0.0164,1037,0,19963,0,0,646425.65,0,6727790.67,0,0
"INSTITUTO COSTARRICENSE DE ELECTRICIDAD",2022,"Noviembre ",ECHANDI,2199760.25,,,,,,,,,27-10-2025,,0.7105,,,,,,,,,,
